id,name,description,user_id,street_address,city,state,zip,capacity,date,deadline
157,Edgetag,"Removal of Infusion Device from Ureter, Endo",496,01344 Fairfield Court,Tulsa,Oklahoma,74184,57,2019-12-22 21:46:35,2019-11-11 10:29:31
158,Meedoo,"Alteration of Left Elbow Region, Open Approach",459,53 Melody Center,Springfield,Missouri,65810,30,2019-12-11 16:42:26,2019-10-29 03:22:16
159,Skiba,"Repair Right Foot Muscle, Percutaneous Endoscopic Approach",15,7 Graedel Alley,San Bernardino,California,92415,41,2019-11-28 21:47:28,2019-11-09 04:52:47
160,Meemm,"Supplement Right Kidney Pelvis with Synth Sub, Endo",529,8131 Mockingbird Alley,San Diego,California,92115,11,2019-12-17 16:52:36,2019-11-23 22:15:20
161,Ozu,"Extirpation of Matter from Anal Sphincter, Perc Approach",110,850 Comanche Court,Saint Louis,Missouri,63158,32,2019-12-08 06:09:21,2019-11-19 15:27:11
162,Realfire,"Supplement R Parietal Bone w Synth Sub, Perc Endo",636,21 Sage Point,Tempe,Arizona,85284,52,2019-12-11 10:56:16,2019-11-17 03:50:48
163,Realbuzz,"Division of Right Shoulder Bursa and Ligament, Open Approach",352,4999 Bayside Point,Los Angeles,California,90101,74,2019-12-15 04:27:45,2019-10-30 07:28:07
164,Feedmix,"Revision of Radioactive Element in Lower Back, Open Approach",860,74 Nova Avenue,Indianapolis,Indiana,46247,92,2019-12-22 03:22:55,2019-11-25 22:42:13
165,Wordpedia,"Dilate R Ext Iliac Art w 3 Drug-elut, Perc Endo",107,9 Farwell Parkway,Jefferson City,Missouri,65105,53,2019-12-10 07:12:20,2019-10-29 14:48:22
166,Edgepulse,"Repair Lumbosacral Joint, External Approach",812,3863 Burning Wood Circle,Dayton,Ohio,45454,12,2019-12-05 17:28:14,2019-11-22 22:39:22
167,Thoughtworks,"Drainage of Left Hand, Percutaneous Approach, Diagnostic",76,144 Fulton Street,Fort Lauderdale,Florida,33336,77,2019-12-20 04:16:00,2019-11-18 19:24:25
168,Realblab,"Remove Infusion Dev from Prostate/Seminal Ves, Extern",988,702 Starling Pass,Portland,Oregon,97206,58,2019-12-23 05:59:24,2019-11-19 05:10:44
169,Babbleopia,"Restriction of Left Femoral Artery, Percutaneous Approach",752,63060 International Center,Seattle,Washington,98175,91,2019-12-02 19:28:11,2019-11-25 05:14:49
170,Voonder,"Resection of Bilateral Vas Deferens, Perc Endo Approach",601,6 Lerdahl Crossing,Boise,Idaho,83757,48,2019-12-06 09:11:34,2019-11-23 21:58:29
171,Aimbo,"Drainage of Right Maxilla, Percutaneous Approach, Diagnostic",559,56044 Maple Wood Court,Kansas City,Missouri,64149,5,2019-12-20 22:49:32,2019-11-18 23:24:56
172,Snaptags,"Replace R Ext Jugular Vein w Nonaut Sub, Perc Endo",778,22887 Debs Junction,Charlotte,North Carolina,28220,73,2019-12-07 02:48:45,2019-11-21 22:29:59
173,Quaxo,Change Traction Apparatus on Left Hand,264,75 Bowman Terrace,Tucson,Arizona,85715,23,2019-12-05 11:48:07,2019-10-28 21:51:08
174,Feedfish,"Bypass L Axilla Vein to Up Vein w Autol Sub, Open",300,6 Moose Road,Houston,Texas,77281,64,2019-12-01 10:14:45,2019-11-10 15:17:01
175,Bluezoom,"Removal of Nonaut Sub from Low Tendon, Open Approach",246,18 Elka Street,Brooklyn,New York,11220,38,2019-12-07 05:36:11,2019-11-23 09:21:02
176,Innojam,Exercise Treatment of Neuro Low Back/LE using Oth Equip,832,6332 Comanche Pass,San Francisco,California,94177,56,2019-12-16 14:59:22,2019-11-01 05:32:43
177,Tekfly,"Restrict of L Verteb Vein with Extralum Dev, Open Approach",422,9 Kipling Way,Buffalo,New York,14220,25,2019-12-20 08:53:52,2019-11-19 18:51:19
178,Shufflebeat,"Destruction of Left Fallopian Tube, Endo",867,0 Kim Pass,Columbus,Ohio,43210,34,2019-12-01 01:13:17,2019-11-13 00:33:51
179,Meejo,"Fusion of Left Carpal Joint with Ext Fix, Perc Approach",571,533 Bluestem Circle,Waterloo,Iowa,50706,27,2019-12-17 14:24:49,2019-11-23 07:37:10
180,Feedbug,Change Bandage on Right Upper Extremity,300,7 Rigney Court,Cleveland,Ohio,44177,63,2019-12-06 10:17:54,2019-10-29 02:28:59
181,Realfire,"Extirpation of Matter from T-lum Disc, Open Approach",816,750 Clyde Gallagher Avenue,Seattle,Washington,98166,40,2019-12-27 08:16:52,2019-11-11 12:03:12
182,Flashspan,"Repair Descending Colon, Endo",956,4 Quincy Hill,Roanoke,Virginia,24048,27,2019-12-19 18:48:31,2019-11-01 04:55:08
183,Jayo,"Detachment at Left Hand, Complete 5th Ray, Open Approach",908,91 Delladonna Place,Austin,Texas,78726,69,2019-12-27 19:03:19,2019-11-25 07:54:18
184,Fivespan,"Bypass L Int Iliac Art to B Ext Ilia w Autol Art, Open",68,676 Novick Parkway,Boise,Idaho,83727,80,2019-12-11 22:10:57,2019-11-08 14:17:27
185,Skipfire,"Reattachment of Bilateral Ureters, Perc Endo Approach",660,6884 Dottie Park,Jacksonville,Florida,32209,63,2019-12-27 01:28:12,2019-10-28 08:18:41
186,Kanoodle,Beam Radiation of Urethra using Photons >10 MeV,360,69280 Cherokee Drive,Lexington,Kentucky,40524,90,2019-11-29 16:13:02,2019-11-15 16:26:08
187,Lazzy,"Reposition Right Maxilla with Int Fix, Perc Approach",1,192 Esker Hill,Jackson,Mississippi,39282,27,2019-11-29 17:18:44,2019-11-13 19:57:04
188,Meevee,"Insertion of Infusion Dev into Sup Mesent Art, Open Approach",268,7820 Summit Avenue,Waterloo,Iowa,50706,64,2019-12-09 00:29:02,2019-10-27 08:48:01
189,Miboo,"Division of R Up Leg Subcu/Fascia, Perc Approach",968,1 Straubel Avenue,Columbus,Ohio,43226,19,2019-12-12 14:25:57,2019-10-31 14:02:04
190,Meevee,"Dilation of Lower Vein, Open Approach",991,0863 Springs Street,Charleston,West Virginia,25336,15,2019-12-04 15:36:57,2019-11-18 03:56:49
191,Trilia,"Insert Mult Array Rechg Stim Gen in Chest Subcu/Fascia, Open",518,60 Hallows Crossing,San Jose,California,95113,24,2019-12-20 06:01:29,2019-11-25 15:40:08
192,Twitterbridge,"Revision of Infusion Device in L Tarsal Jt, Extern Approach",380,26893 Fisk Road,Greensboro,North Carolina,27499,50,2019-12-15 13:33:48,2019-10-28 02:24:50
193,Wikivu,Perceptual Process Assess w Speech Analysis Equip,18,2537 4th Parkway,Little Rock,Arkansas,72231,64,2019-12-12 12:32:08,2019-11-08 06:52:56
194,Vipe,"Excision of Occipital-cervical Joint, Open Approach",91,0019 Bonner Park,Greeley,Colorado,80638,24,2019-12-04 01:59:29,2019-11-14 09:39:04
195,Tavu,"Reposition Median Nerve, Percutaneous Approach",437,04 Katie Street,South Bend,Indiana,46620,94,2019-12-17 16:54:35,2019-11-14 09:54:28
196,Skivee,"Revise of Infusion Dev in L Acromioclav Jt, Extern Approach",540,3143 Jay Place,Sacramento,California,95828,47,2019-12-01 12:26:26,2019-11-18 20:58:20
197,Eadel,"Destruction of Thalamus, Percutaneous Approach",428,060 5th Place,Evansville,Indiana,47705,78,2019-12-26 12:30:59,2019-11-22 03:33:38
198,Quamba,"Bypass Sigmoid Colon to Cutaneous with Nonaut Sub, Endo",274,5289 Southridge Lane,Houston,Texas,77075,46,2019-12-04 22:44:48,2019-11-21 09:49:37
199,InnoZ,"Revision of Infusion Device in Bladder, Endo",305,089 Dennis Way,Tallahassee,Florida,32314,97,2019-12-23 02:05:09,2019-11-22 17:30:13
200,Trilia,"Dilation of R Brach Art with Drug-elut Intra, Open Approach",448,83775 Oriole Crossing,New York City,New York,10009,10,2019-12-13 07:22:48,2019-11-21 19:19:01
201,Dabfeed,"Extirpate of Matter from R Basilic Vein, Perc Endo Approach",646,33498 Schurz Court,Fairfield,Connecticut,06825,57,2019-12-07 20:35:00,2019-11-13 13:49:23
202,Skinix,"Excision of Right Upper Leg Muscle, Perc Approach, Diagn",546,87133 Almo Parkway,Grand Rapids,Michigan,49560,88,2019-12-02 21:52:17,2019-11-18 07:18:32
203,Dabvine,"Reattachment of Right Ear Skin, External Approach",193,994 Johnson Plaza,Washington,District of Columbia,20099,66,2019-12-17 16:58:39,2019-11-07 14:13:51
204,Kwilith,"Release Hemiazygos Vein, Percutaneous Approach",153,52 Union Parkway,Juneau,Alaska,99812,88,2019-12-05 10:09:52,2019-10-31 23:13:32
205,Divavu,"Destruction of Left Pulmonary Vein, Open Approach",674,33 Hooker Pass,Fort Myers,Florida,33906,37,2019-12-25 23:50:28,2019-11-25 08:04:02
206,Browsebug,"Excision of Right Upper Leg Tendon, Open Approach",602,67599 Moulton Way,Spartanburg,South Carolina,29305,85,2019-11-30 07:01:24,2019-11-21 00:38:57
207,Abatz,Immobilization of Right Finger using Brace,994,108 Holmberg Circle,Des Moines,Iowa,50347,26,2019-12-12 03:30:07,2019-11-04 13:49:19
208,Thoughtblab,"Repair Hyoid Bone, Percutaneous Endoscopic Approach",107,15166 Utah Avenue,Syracuse,New York,13210,65,2019-12-22 06:59:19,2019-10-28 07:18:14
209,Skinte,"Supplement Left Lacrimal Bone with Autol Sub, Open Approach",218,7 Oxford Way,Wichita Falls,Texas,76310,49,2019-12-20 12:07:07,2019-11-08 23:03:16
210,Trudoo,"Removal of Ext Fix from R Patella, Perc Endo Approach",416,61 Packers Avenue,Washington,District of Columbia,20566,58,2019-11-30 07:19:35,2019-11-16 00:31:24
211,Tagchat,"Restriction of L Brach Art with Intralum Dev, Open Approach",73,337 Merry Plaza,Hamilton,Ohio,45020,48,2019-12-26 23:39:55,2019-11-24 21:51:33
212,Zoonder,"Restrict of R Hypogast Vein with Extralum Dev, Perc Approach",853,0375 International Court,Hialeah,Florida,33013,34,2019-11-30 08:38:15,2019-11-14 02:13:22
213,Skyndu,"Removal of Drain Dev from R Finger Phalanx Jt, Perc Approach",578,29857 Lyons Crossing,Manchester,New Hampshire,03105,39,2019-12-19 08:12:45,2019-11-09 20:35:30
214,Bubblemix,"Introduce of Local Anesth into Bil/Panc Tract, Via Opening",827,76 Golf Circle,El Paso,Texas,79994,10,2019-12-20 02:19:57,2019-11-14 15:31:28
215,Oloo,"Bypass Portal Vein to L Renal Vein w Autol Art, Perc Endo",445,83508 Truax Terrace,Phoenix,Arizona,85035,31,2019-11-30 06:33:34,2019-11-16 17:29:48
216,Photobug,"Excision of Left Tympanic Membrane, Endo, Diagn",243,50233 Express Junction,Houston,Texas,77020,50,2019-12-17 20:02:06,2019-11-02 05:03:10
217,Riffpath,"Bypass Thor Aorta Asc to Subclav w Zooplastic, Perc Endo",530,13930 Summit Crossing,Tampa,Florida,33661,92,2019-12-07 11:43:26,2019-11-24 05:28:34
218,Jayo,"Dilation of Left Face Vein, Open Approach",98,346 Brentwood Parkway,Kansas City,Missouri,64153,13,2019-12-19 23:45:47,2019-11-02 07:21:44
219,Oyonder,"Bypass Mid Esophag to Stomach w Nonaut Sub, Perc Endo",533,6 Comanche Terrace,Fairfield,Connecticut,06825,26,2019-12-12 02:57:58,2019-11-21 11:24:40
220,Tambee,"Restriction of Right Pulmonary Vein, Percutaneous Approach",416,65 Pearson Avenue,Spring,Texas,77388,5,2019-12-15 14:51:28,2019-10-29 03:16:04
221,Yozio,"Insertion of Spacer into L Ankle Jt, Perc Endo Approach",186,005 Old Gate Parkway,Brooklyn,New York,11210,64,2019-12-15 17:09:53,2019-11-18 11:38:43
222,Mymm,"Transfuse Allo Unr Cord Bld Stem Cell in Central Vein, Open",764,17084 Chive Crossing,Fresno,California,93740,74,2019-12-20 22:19:04,2019-11-06 14:11:39
223,Zoomdog,"Restrict of Thoracic Duct with Extralum Dev, Open Approach",606,263 Thierer Lane,Chicago,Illinois,60669,93,2019-12-09 09:13:20,2019-11-04 11:17:52
224,Devpulse,"Removal of Autol Sub from Facial Bone, Perc Approach",429,25 Summer Ridge Court,Washington,District of Columbia,20036,19,2019-12-03 18:17:22,2019-11-20 10:59:22
225,Skidoo,"Bypass Sigmoid Colon to Rectum w Nonaut Sub, Open",790,3 Stoughton Trail,Montgomery,Alabama,36104,36,2019-12-20 10:25:28,2019-11-01 23:52:22
226,Twinte,"Revision of Drainage Device in Left Ear, External Approach",975,357 Loeprich Lane,Erie,Pennsylvania,16534,92,2019-12-18 07:27:34,2019-10-28 06:14:30
227,Flashset,"Removal of Drain Dev from L Metatarsotars Jt, Perc Approach",111,78320 Manitowish Park,Austin,Texas,78732,18,2019-12-16 00:19:14,2019-10-27 22:08:04
228,Jabbersphere,"Drainage of Bladder, Percutaneous Approach, Diagnostic",884,30 Center Crossing,South Lake Tahoe,California,96154,21,2019-12-17 01:15:29,2019-11-22 16:02:48
229,Flashspan,Beam Radiation of Bone Marrow using Electrons,266,03315 Cardinal Circle,Honolulu,Hawaii,96840,50,2019-12-13 07:19:47,2019-10-29 11:11:51
230,Oloo,"Removal of Synth Sub from L Shoulder Jt, Perc Endo Approach",66,85377 Sutherland Way,Lynchburg,Virginia,24503,91,2019-12-15 05:20:16,2019-10-27 07:21:17
231,Skaboo,"Removal of Other Device from Neck, Perc Endo Approach",257,7 Ruskin Road,Washington,District of Columbia,20205,85,2019-12-11 21:06:22,2019-11-23 20:51:39
232,Brightbean,Stereotactic Gamma Beam Radiosurgery of Urethra,366,998 Monica Drive,Columbia,South Carolina,29208,39,2019-12-14 04:01:36,2019-11-22 00:20:11
233,Divape,"Extirpation of Matter from Medulla Oblongata, Perc Approach",92,03602 Tomscot Drive,Anchorage,Alaska,99522,98,2019-12-04 20:13:56,2019-10-28 00:31:12
234,Skaboo,"Release Mesenteric Lymphatic, Percutaneous Approach",334,4433 Hallows Parkway,Columbus,Ohio,43210,70,2019-12-04 12:14:54,2019-11-23 02:44:51
235,Shuffledrive,"Supplement L Int Iliac Art w Autol Sub, Perc Endo",623,8 Magdeline Hill,Spartanburg,South Carolina,29319,57,2019-12-06 04:23:44,2019-10-28 17:04:05
236,Yacero,"Destruction of Pons, Percutaneous Endoscopic Approach",273,87578 Eggendart Alley,Norcross,Georgia,30092,50,2019-12-19 15:07:55,2019-11-01 05:32:41
237,Yotz,"Resection of Left Ankle Bursa and Ligament, Open Approach",392,179 Mayer Parkway,Lynchburg,Virginia,24515,77,2019-12-08 02:14:58,2019-11-04 22:00:19
238,Realmix,"Insertion of Intralum Dev into L Fem Art, Open Approach",791,32 Shelley Park,Norfolk,Virginia,23520,11,2019-12-20 22:20:22,2019-10-31 07:56:22
239,Twimbo,"Revision of Synth Sub in L Metacarpocarp Jt, Perc Approach",913,8 Dixon Avenue,Phoenix,Arizona,85015,1,2019-12-12 22:23:09,2019-11-16 22:04:42
240,Mudo,"Removal of Spacer from L Finger Phalanx Jt, Perc Approach",200,98 Elka Plaza,Pasadena,California,91186,57,2019-12-17 12:29:49,2019-11-19 17:47:28
241,Mycat,"Dilate R Thyroid Art, Bifurc, w 4 Drug-elut, Perc",218,16523 Lakeland Place,Minneapolis,Minnesota,55412,9,2019-12-22 17:42:44,2019-11-25 07:06:28
242,Livetube,"Removal of Monitoring Device from Diaphragm, Open Approach",751,6 Washington Park,Bronx,New York,10474,96,2019-11-29 21:56:33,2019-11-11 14:56:25
243,Yacero,"Drainage of Right Maxilla with Drain Dev, Open Approach",5,865 Merchant Street,Pittsburgh,Pennsylvania,15286,43,2019-12-04 14:52:39,2019-11-11 17:11:23
244,Avamm,"Insert Card Rsync Pace Puls Gen in Chest Subcu/Fascia, Open",789,3 Arkansas Circle,London,Kentucky,40745,37,2019-12-02 07:36:46,2019-10-28 07:06:56
245,Flipopia,"Drainage of Left Foot Bursa and Ligament, Perc Approach",277,77 Kim Street,Danbury,Connecticut,06816,47,2019-12-21 23:36:11,2019-11-15 14:28:57
246,Zooveo,"Reposition Right Ankle Joint, Percutaneous Approach",929,93 Superior Hill,Schenectady,New York,12305,13,2019-12-11 14:05:08,2019-11-22 00:50:46
247,Zoomlounge,"Release L Up Arm Subcu/Fascia, Open Approach",451,5 Hintze Court,Miami,Florida,33142,100,2019-12-04 06:49:26,2019-11-25 03:58:09
248,Livepath,"Imaging, Fem Reprod Sys, MRI",37,551 Green Ridge Trail,San Francisco,California,94169,77,2019-12-16 03:54:44,2019-10-29 13:45:53
249,Zoonoodle,"Fusion 2-7 T Jt w Synth Sub, Post Appr P Col, Perc",450,6306 Sugar Street,Evanston,Illinois,60208,11,2019-12-08 17:13:53,2019-10-31 13:27:20
250,Jabbersphere,"Revision of Synth Sub in L Wrist Jt, Open Approach",411,67 Shopko Parkway,Oklahoma City,Oklahoma,73114,79,2019-11-30 13:33:03,2019-10-29 23:16:22
251,Yambee,"Replace of R Sphenoid Bone with Nonaut Sub, Perc Approach",153,48727 Spohn Trail,Richmond,Virginia,23225,44,2019-12-14 22:37:47,2019-11-03 01:27:22
252,Topiczoom,"Supplement Head Lymphatic with Synth Sub, Open Approach",585,0 Dayton Street,El Paso,Texas,88535,49,2019-12-08 06:04:35,2019-11-07 19:40:29
253,Dynazzy,"Supplement L Hip Jt, Femoral with Liner, Open Approach",402,32 Dottie Circle,Denver,Colorado,80291,74,2019-12-14 16:43:41,2019-11-06 21:34:47
254,Podcat,"Bypass Stomach to Jejunum with Nonaut Sub, Endo",532,04732 La Follette Way,New Orleans,Louisiana,70179,33,2019-12-07 07:49:18,2019-11-23 00:26:13
255,Vinder,"Restriction of Right Upper Lobe Bronchus, Perc Approach",538,19746 Lotheville Drive,Houston,Texas,77266,6,2019-12-17 18:10:47,2019-10-30 10:23:07
256,Topicstorm,"Change Drainage Device in Right Lung, External Approach",122,55031 Ohio Point,Jackson,Mississippi,39282,29,2019-12-14 12:58:59,2019-11-12 01:27:22
257,Mymm,"Eye, Fragmentation",438,0784 Debs Place,Houston,Texas,77212,42,2019-12-13 17:01:07,2019-11-20 02:29:57
258,Devpoint,"Replacement of Lower Vein with Autol Sub, Perc Endo Approach",695,6304 Jenifer Plaza,Chandler,Arizona,85246,67,2019-12-24 14:48:35,2019-11-19 23:05:38
259,Thoughtstorm,"Supplement Head & Neck Tendon w Nonaut Sub, Perc Endo",796,23979 Heffernan Avenue,Maple Plain,Minnesota,55579,62,2019-11-30 18:35:25,2019-11-22 14:25:27
260,Skynoodle,"Reposition Right Temporal Bone, Percutaneous Approach",144,0 Westridge Hill,Harrisburg,Pennsylvania,17140,11,2019-12-09 23:54:34,2019-10-29 04:47:51
261,Skynoodle,"Bypass R Atrium to R Pulm Art w Autol Art, Perc Endo",676,018 Clemons Circle,Boulder,Colorado,80328,10,2019-12-15 08:32:45,2019-11-22 11:36:57
262,Jaxnation,"Division of Nasal Bone, Percutaneous Endoscopic Approach",719,207 Donald Pass,Huntington Beach,California,92648,65,2019-12-18 23:16:28,2019-11-07 05:22:30
263,Omba,"Reattachment of Genitalia Skin, External Approach",612,44 Linden Crossing,Virginia Beach,Virginia,23471,77,2019-11-30 18:29:54,2019-10-29 11:01:40
264,Feedspan,"Dilation of Sigmoid Colon with Intralum Dev, Via Opening",408,27 Eliot Road,Fort Wayne,Indiana,46857,96,2019-12-09 00:44:16,2019-11-02 20:53:00
265,Voomm,"Supplement Cecum with Nonautologous Tissue Substitute, Endo",299,16 Muir Alley,Bloomington,Indiana,47405,49,2019-12-04 15:52:30,2019-11-06 15:21:30
266,Miboo,"Drainage of Minor Salivary Gland, Open Approach",67,376 Declaration Junction,Worcester,Massachusetts,01610,31,2019-12-27 13:03:36,2019-11-18 14:35:35
267,Viva,"Supplement R Abd Bursa/Lig w Synth Sub, Perc Endo",881,096 Stuart Avenue,Jacksonville,Florida,32204,13,2019-12-18 20:22:09,2019-11-07 09:23:10
268,Abatz,"Fragmentation in Stomach, External Approach",454,2643 Montana Park,Riverside,California,92513,34,2019-12-13 13:51:21,2019-11-04 14:03:29
269,Jaloo,"MRI of R Low Extrem Vein using Oth Contrast, Unenh, Enhance",65,7 La Follette Alley,Daytona Beach,Florida,32123,40,2019-12-11 16:56:24,2019-11-16 10:42:44
270,Vipe,"Bypass Middle Esophagus to Cutaneous, Open Approach",996,77 Transport Court,Tampa,Florida,33680,10,2019-12-25 12:38:26,2019-11-16 04:14:50
271,Skyble,"Transfer Left Hand Bursa and Ligament, Perc Endo Approach",314,47700 Russell Terrace,San Francisco,California,94164,3,2019-12-24 11:48:39,2019-11-24 20:37:24
272,Zazio,"Restrict L Colic Art w Intralum Dev, Perc Endo",883,15423 Elgar Crossing,Worcester,Massachusetts,01610,35,2019-12-01 14:44:07,2019-10-31 04:43:09
273,Realfire,Fluoroscopy of Intracranial Sinuses using Other Contrast,806,03 Kedzie Pass,Birmingham,Alabama,35225,15,2019-11-28 20:54:05,2019-10-29 01:02:30
274,Bubblemix,"Release Lingula Bronchus, Percutaneous Endoscopic Approach",953,3688 Lotheville Plaza,Rockville,Maryland,20851,21,2019-12-26 05:56:44,2019-11-24 18:24:58
275,Gabtune,"Extirpate matter from L Metacarpophal Jt, Perc Endo",132,19 Sunnyside Crossing,Bronx,New York,10464,55,2019-12-02 17:21:31,2019-11-10 04:17:27
276,Zoomdog,"Bypass Sup Vena Cava to R Pulm Vn w Nonaut Sub, Open",601,90136 Cordelia Street,Los Angeles,California,90076,81,2019-12-26 12:44:26,2019-10-31 14:44:56
277,LiveZ,"Insertion of Other Device into Face, Open Approach",181,08809 Heffernan Point,Philadelphia,Pennsylvania,19172,30,2019-12-09 23:49:46,2019-11-26 02:46:53
278,Meembee,"Map Cerebellum, Open Approach",148,54 Onsgard Parkway,Washington,District of Columbia,20540,52,2019-12-18 00:44:17,2019-11-04 02:46:30
279,Lazz,Beam Radiation of Pelvic Bones using Neutron Capture,517,344 Gulseth Pass,Portland,Maine,04109,56,2019-12-08 02:25:54,2019-10-30 02:38:01
280,Mynte,"Revision of Autol Sub in Sacrococcygeal Jt, Perc Approach",777,7029 Reindahl Way,Dallas,Texas,75221,10,2019-12-06 00:30:42,2019-11-13 19:54:41
281,Youfeed,"Drainage of Brachial Plexus, Open Approach, Diagnostic",609,74 Rockefeller Junction,Minneapolis,Minnesota,55436,36,2019-12-04 19:17:21,2019-11-25 15:19:37
282,Mita,"Inspection of Lower Tendon, Percutaneous Approach",564,9 Heffernan Junction,Charlotte,North Carolina,28215,13,2019-12-25 07:24:26,2019-11-25 12:56:42
283,Mycat,"Extraction of Chest Subcu/Fascia, Open Approach",616,90565 Nelson Drive,Peoria,Illinois,61656,4,2019-12-10 03:22:52,2019-11-10 22:27:22
284,Fivebridge,"Repair Female Reproductive System in POC, Perc Approach",55,76369 Buell Terrace,Port Washington,New York,11054,30,2019-12-25 19:52:39,2019-11-07 14:35:00
285,Edgeblab,"Revision of Spacer in R Acromioclav Jt, Extern Approach",678,11 Randy Street,Colorado Springs,Colorado,80905,43,2019-12-08 05:54:03,2019-11-17 15:44:23
286,Viva,"Dilation of R Thyroid Art with 3 Intralum Dev, Open Approach",821,58 La Follette Park,Fort Smith,Arkansas,72905,90,2019-12-26 01:07:32,2019-11-09 07:01:38
287,Linkbuzz,Planar Nuclear Medicine Imaging of Chest using Thallium 201,428,584 Helena Parkway,Fort Myers,Florida,33913,40,2019-12-03 14:39:22,2019-10-31 15:41:56
288,Fadeo,CT Scan of L Ankle using L Osm Contrast,663,5 Macpherson Center,Omaha,Nebraska,68105,17,2019-12-17 10:52:42,2019-11-26 08:41:31
289,Oodoo,"Inspection of Vagina and Cul-de-sac, External Approach",560,62479 Di Loreto Hill,Sioux Falls,South Dakota,57110,56,2019-12-17 12:38:06,2019-11-24 03:43:04
290,Quire,"Change Drainage Device in Gallbladder, External Approach",549,99464 Springs Court,Arlington,Texas,76016,43,2019-12-20 20:26:23,2019-11-24 04:26:18
291,Quatz,"Restriction of L Foot Art with Intralum Dev, Open Approach",737,22952 Montana Hill,El Paso,Texas,79934,23,2019-12-07 21:53:51,2019-10-28 20:57:06
292,Pixonyx,"Supplement R Little Finger w Autol Sub, Perc Endo",905,113 Golden Leaf Pass,Boston,Massachusetts,02114,30,2019-11-29 03:01:31,2019-11-24 11:38:42
293,Aimbo,"Bypass L Subclav Art to L Pulm Art w Autol Vn, Open",101,30979 Scofield Alley,Richmond,Virginia,23208,3,2019-12-14 13:36:25,2019-11-10 12:24:34
294,Yodel,"Alteration of Right Lower Extremity, Open Approach",638,4 8th Alley,Boston,Massachusetts,02298,59,2019-12-12 23:11:20,2019-11-14 01:20:35
295,Trilith,"Dilate L Colic Art, Bifurc, w 2 Drug-elut, Perc",486,7607 Havey Pass,Washington,District of Columbia,20010,50,2019-12-24 06:08:05,2019-11-01 08:50:00
296,Eare,"Removal of Nonaut Sub from Facial Bone, Open Approach",96,21437 Rowland Junction,Plano,Texas,75074,4,2019-12-02 07:49:20,2019-11-03 00:36:38
297,BlogXS,"Excision of Upper Tooth, Open Approach, All",515,8 Mariners Cove Place,Littleton,Colorado,80127,60,2019-12-23 02:46:51,2019-11-01 19:11:40
298,Leexo,"Excision of Soft Palate, External Approach",993,21162 Chinook Junction,New York City,New York,10280,7,2019-12-23 14:05:46,2019-11-14 05:41:20
299,Gigazoom,"Division of Lumbosacral Plexus, Perc Endo Approach",641,42301 Bartelt Terrace,Wilmington,Delaware,19805,66,2019-12-11 13:17:22,2019-11-10 19:46:34
300,Quire,"Bypass L Kidney Pelvis to Ileocutan w Nonaut Sub, Open",69,200 Meadow Vale Way,Buffalo,New York,14233,25,2019-12-04 20:58:58,2019-11-03 18:55:10
301,Avaveo,"Resection of Liver, Open Approach",334,8 Jenifer Parkway,El Paso,Texas,79916,96,2019-12-08 10:36:07,2019-11-19 15:47:05
302,Jaxworks,"Extirpation of Matter from Right Maxilla, Perc Endo Approach",671,1 Mayfield Circle,Lincoln,Nebraska,68583,56,2019-12-23 06:12:59,2019-10-29 14:51:43
303,Fivechat,"Repair Left Acromioclavicular Joint, Open Approach",493,5877 Vidon Circle,Columbia,South Carolina,29208,10,2019-12-01 18:22:14,2019-10-30 16:07:05
304,Talane,"Replace of L Great Saphenous with Synth Sub, Open Approach",729,45 Reindahl Street,San Antonio,Texas,78210,3,2019-12-03 13:18:12,2019-11-09 10:12:06
305,Omba,"Reposition R Low Femur with Ext Fix, Perc Endo Approach",15,598 Rowland Drive,Washington,District of Columbia,20525,24,2019-12-11 21:13:40,2019-11-05 03:45:41
306,Demivee,"Dilate L Ant Tib Art w Intralum Dev, Perc Endo",215,1 Kenwood Junction,Glendale,California,91210,64,2019-12-26 15:23:02,2019-11-12 18:20:35
307,Jaxnation,"Extirpation of Matter from Intracran Art, Perc Approach",714,3 Stephen Terrace,Wilkes Barre,Pennsylvania,18763,3,2019-12-06 18:27:03,2019-11-04 05:24:35
308,Edgepulse,"Drainage of Right Wrist Region with Drain Dev, Perc Approach",285,3647 Melby Place,Frederick,Maryland,21705,20,2019-12-08 10:19:38,2019-11-03 22:10:33
309,Quire,"Dilate Intracran Art, Bifurc, w Intralum Dev, Open",442,337 Messerschmidt Circle,Cincinnati,Ohio,45238,74,2019-12-06 05:18:54,2019-11-11 02:51:42
310,Fadeo,"Revision of Int Fix in R Up Femur, Perc Endo Approach",169,141 Sauthoff Point,Portland,Oregon,97286,77,2019-12-22 03:51:33,2019-10-29 16:36:49
311,Zoovu,"Revise Synth Sub in R Temporomandib Jt, Perc Endo",942,8784 Kensington Point,Amarillo,Texas,79105,97,2019-12-12 09:48:06,2019-11-12 22:24:13
312,Mymm,"Insertion of Infusion Device into L Pulm Vein, Perc Approach",346,6591 Sugar Hill,El Paso,Texas,79928,53,2019-12-07 07:05:52,2019-11-24 12:59:29
313,Kazu,"Drainage of R Int Mamm Art with Drain Dev, Open Approach",222,38 Ryan Street,Pompano Beach,Florida,33069,20,2019-12-02 20:02:17,2019-11-22 11:09:22
